Date,Translated version,Original tweet,Media source link
2017-11-02,"Today, it was my pleasure and great honor to announce my nomination of Jerome Powell to be the next Chairman of the… https://t.co/32kLFYbbuq","Today, it was my pleasure and great honor to announce my nomination of Jerome Powell to be the next Chairman of the… https://t.co/32kLFYbbuq","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926216279287042048"", ""Access details here"")"
2017-11-02,"Broadcom's move to America=$20 BILLION of annual rev into U.S.A., $3+ BILLION/yr. in research/engineering &amp; $6 BILL… https://t.co/0PUrl6k86K","Broadcom's move to America=$20 BILLION of annual rev into U.S.A., $3+ BILLION/yr. in research/engineering &amp; $6 BILL… https://t.co/0PUrl6k86K","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926185468911382529"", ""Access details here"")"
2017-11-02,"Today, we are thrilled to welcome @Broadcom CEO Hock Tan to the WH to announce he is moving their HQ’s from Singapo… https://t.co/iSUzEbrn0c","Today, we are thrilled to welcome @Broadcom CEO Hock Tan to the WH to announce he is moving their HQ’s from Singapo… https://t.co/iSUzEbrn0c","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926176823117074433"", ""Access details here"")"
2017-11-02,Congress must end chain migration so that we can have a system that is SECURITY BASED! We need to make AMERICA SAFE… https://t.co/nxEDGfXlV9,Congress must end chain migration so that we can have a system that is SECURITY BASED! We need to make AMERICA SAFE… https://t.co/nxEDGfXlV9,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926157911151214592"", ""Access details here"")"
2017-11-02,I am calling on Congress to TERMINATE the diversity visa lottery program that presents significant vulnerabilities… https://t.co/GcHKCxTNyF,I am calling on Congress to TERMINATE the diversity visa lottery program that presents significant vulnerabilities… https://t.co/GcHKCxTNyF,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926155393490878464"", ""Access details here"")"
2017-11-02,"Congratulations to the Houston @Astros, 2017 #WorldSeries Champions⚾️#HoustonStrong #EarnHistory https://t.co/BP7OEzdhFi","Congratulations to the Houston @Astros, 2017 #WorldSeries Champions⚾️#HoustonStrong #EarnHistory https://t.co/BP7OEzdhFi","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926139726129704960"", ""Access details here"")"
2017-11-02,...There is also something appropriate about keeping him in the home of the horrible crime he committed. Should move fast. DEATH PENALTY!,...There is also something appropriate about keeping him in the home of the horrible crime he committed. Should move fast. DEATH PENALTY!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926054936718307328"", ""Access details here"")"
2017-11-02,Would love to send the NYC terrorist to Guantanamo but statistically that process takes much longer than going through the Federal system...,Would love to send the NYC terrorist to Guantanamo but statistically that process takes much longer than going through the Federal system...,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/926053970535243777"", ""Access details here"")"
2017-11-02,"NYC terrorist was happy as he asked to hang ISIS flag in his hospital room. He killed 8 people, badly injured 12. SHOULD GET DEATH PENALTY!","NYC terrorist was happy as he asked to hang ISIS flag in his hospital room. He killed 8 people, badly injured 12. SHOULD GET DEATH PENALTY!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925931294705545216"", ""Access details here"")"
2017-11-02,"Great mtg w/ @Cabinet today. Tomorrow, I will be announcing the new head of the Fed. I think you will be extremely… https://t.co/dKtJBjGlYe","Great mtg w/ @Cabinet today. Tomorrow, I will be announcing the new head of the Fed. I think you will be extremely… https://t.co/dKtJBjGlYe","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925925920304779264"", ""Access details here"")"
2017-11-02,"Happy birthday to @garyplayer, a truly great Champion and Person!","Happy birthday to @garyplayer, a truly great Champion and Person!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925916863401480192"", ""Access details here"")"
2017-11-02,It is finally happening for our great clean coal miners! https://t.co/suAnjs6Ccz,It is finally happening for our great clean coal miners! https://t.co/suAnjs6Ccz,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925913030159937537"", ""Access details here"")"
2017-11-02,The United States will be immediately implementing much tougher Extreme Vetting Procedures. The safety of our citizens comes first!,The United States will be immediately implementing much tougher Extreme Vetting Procedures. The safety of our citizens comes first!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925910265060831232"", ""Access details here"")"
2017-11-02,Just spoke to President Macri of Argentina about the five proud and wonderful men killed in the West Side terror attack. God be with them!,Just spoke to President Macri of Argentina about the five proud and wonderful men killed in the West Side terror attack. God be with them!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925907651350941696"", ""Access details here"")"
2017-11-01,"CHAIN MIGRATION must end now! Some people come in, and they bring their whole family with them, who can be truly ev… https://t.co/g0RgPIG2K3","CHAIN MIGRATION must end now! Some people come in, and they bring their whole family with them, who can be truly ev… https://t.co/g0RgPIG2K3","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925860866767163393"", ""Access details here"")"
2017-11-01,@SenateMajLdr @SenateGOP ...and Appeals Court Judges at a record clip! Our courts are rapidly changing for the better!,@SenateMajLdr @SenateGOP ...and Appeals Court Judges at a record clip! Our courts are rapidly changing for the better!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925845770724618240"", ""Access details here"")"
2017-11-01,Thanks to @SenateMajLdr McConnell and the @SenateGOP we are appointing high-quality Federal District...,Thanks to @SenateMajLdr McConnell and the @SenateGOP we are appointing high-quality Federal District...,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925845735089889280"", ""Access details here"")"
2017-11-01,"Thank you to the GREAT NYPD, First Responders and all govt officials for having handled the terrible West Side atta… https://t.co/wcjWahjCHF","Thank you to the GREAT NYPD, First Responders and all govt officials for having handled the terrible West Side atta… https://t.co/wcjWahjCHF","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925833462426292226"", ""Access details here"")"
2017-11-01,@NYGovCuomo @NYCMayor ...fully supports any and all of their efforts with respect to the West Side attack. #NYCStrong,@NYGovCuomo @NYCMayor ...fully supports any and all of their efforts with respect to the West Side attack. #NYCStrong,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925818338172915712"", ""Access details here"")"
2017-11-01,Just spoke with @NYGovCuomo and @NYCMayor de Blasio to let them know that the federal government...,Just spoke with @NYGovCuomo and @NYCMayor de Blasio to let them know that the federal government...,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925818295462322184"", ""Access details here"")"
2017-11-01,We mourn the horrifying terrorist attack in NYC. All of America is praying and grieving for the families who lost t… https://t.co/gnCvusZ0Ud,We mourn the horrifying terrorist attack in NYC. All of America is praying and grieving for the families who lost t… https://t.co/gnCvusZ0Ud,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925806343855984647"", ""Access details here"")"
2017-11-01,....for the Middle Class. The House and Senate should consider ASAP as the process of final approval moves along. Push Biggest Tax Cuts EVER,....for the Middle Class. The House and Senate should consider ASAP as the process of final approval moves along. Push Biggest Tax Cuts EVER,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925740081805217792"", ""Access details here"")"
2017-11-01,Wouldn't it be great to Repeal the very unfair and unpopular Individual Mandate in ObamaCare and use those savings for further Tax Cuts.....,Wouldn't it be great to Repeal the very unfair and unpopular Individual Mandate in ObamaCare and use those savings for further Tax Cuts.....,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925739132579729420"", ""Access details here"")"
2017-11-01,#NYCStrong #USA https://t.co/6K3Xw5P87d,#NYCStrong #USA https://t.co/6K3Xw5P87d,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925716689064427520"", ""Access details here"")"
2017-11-01,"""Senator Chuck Schumer helping to import Europe's problems"" said Col.Tony Shaffer. We will stop this craziness! @foxandfriends","""Senator Chuck Schumer helping to import Europes problems"" said Col.Tony Shaffer. We will stop this craziness!  @foxandfriends","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925688931823300609"", ""Access details here"")"
2017-11-01,"We are fighting hard for Merit Based immigration, no more Democrat Lottery Systems. We must get MUCH tougher (and smarter).  @foxandfriends","We are fighting hard for Merit Based immigration, no more Democrat Lottery Systems. We must get MUCH tougher (and smarter).  @foxandfriends","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925686558304464897"", ""Access details here"")"
2017-11-01,"The terrorist came into our country through what is called the ""Diversity Visa Lottery Program,"" a Chuck Schumer beauty. I want merit based.","The terrorist came into our country through what is called the ""Diversity Visa Lottery Program,"" a Chuck Schumer beauty. I want merit based.","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925684982307348480"", ""Access details here"")"
2017-11-01,"I have just ordered Homeland Security to step up our already Extreme Vetting Program. Being politically correct is fine, but not for this!","I have just ordered Homeland Security to step up our already Extreme Vetting Program. Being politically correct is fine, but not for this!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925534445393928199"", ""Access details here"")"
2017-11-01,The Republican House members are working hard (and late) toward the Massive Tax Cuts that they know you deserve. These will be biggest ever!,The Republican House members are working hard (and late) toward the Massive Tax Cuts that they know you deserve. These will be biggest ever!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925533433597775873"", ""Access details here"")"
2017-10-31,"My thoughts, condolences and prayers to the victims and families of the New York City terrorist attack. God and your country are with you!","My thoughts, condolences and prayers to the victims and families of the New York City terrorist attack. God and your country are with you!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925497025386500096"", ""Access details here"")"
2017-10-31,"We must not allow ISIS to return, or enter, our country after defeating them in the Middle East and elsewhere. Enough!","We must not allow ISIS to return, or enter, our country after defeating them in the Middle East and elsewhere. Enough!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925490503218589696"", ""Access details here"")"
2017-10-31,"In NYC, looks like another attack by a very sick and deranged person. Law enforcement is following this closely. NOT IN THE U.S.A.!","In NYC, looks like another attack by a very sick and deranged person. Law enforcement is following this closely. NOT IN THE U.S.A.!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/925474979914887168"", ""Access details here"")"
